uv,ocr,search,sellingpoint,payment,material,placement
615.5295,0.0272,0.0008,Price Drop,cpm,swf,tips
62.6521,0.0405,0.0039,Discount,cpd,swf,uncertained
12.6224,0.136,0.0013,Spend & Save,cpc,jpg,banner
34.7432,0.1756,0.0144,Gift with Purchase,cpc,jpg,banner
57.1573,0.0357,0.0037,Discount,cpd,swf,uncertained
414.9012,0.0359,0.0059,Flash Sale,roi,jpg,uncertained
4.5371,0.0245,0.0,Price Drop,cpc,gif,sub-banner
125.55,0.18,0.013,Spend & Save,cpc,jpg,banner
240.5547,0.0408,0.0013,Discount,cpd,jpg,tips
20.5158,0.0097,0.0042,Flash Sale,roi,jpg,uncertained
579.0957,0.0061,0.0007,Flash Sale,roi,swf,uncertained
4.8767,0.0957,0.0,Price Drop,cpc,gif,sub-banner
415.5751,0.0086,0.0017,Gift with Purchase,roi,jpg,uncertained
2.9,0.25,0.0,Price Drop,cpc,jpg,sub-banner
1119.1189,0.0208,0.0012,Discount,cpm,swf,uncertained
114.0749,0.1945,0.0034,Discount,cpd,swf,uncertained
50.5726,0.3137,0.0262,Price Drop,cpc,jpg,banner
5.977,0.014,0.0014,Flash Sale,cpc,jpg,banner
5.4605,0.218,0.0,Price Drop,cpc,gif,sub-banner
160.7768,0.1705,0.0112,Spend & Save,cpc,jpg,banner
397.519,0.3026,0.01,Spend & Save,cpc,jpg,banner
848.1303,0.05,0.0057,Flash Sale,roi,jpg,uncertained
103.7331,0.0018,0.0004,Discount,roi,jpg,uncertained
5.3291,0.12,0.0007,Gift with Purchase,roi,jpg,uncertained
894.82,0.01,0.0014,Spend & Save,cpd,jpg,sub-banner
0.69,0.0001,0.0106,Discount,cpm,swf,tips
140.06,0.33,0.0192,Cash/Coupon-Back,cpc,jpg,sub-banner
404.7115,0.0084,0.0007,Discount,cpm,swf,tips
919.8848,0.01,0.0013,Spend & Save,cpd,jpg,sub-banner
57.5385,0.0544,0.0063,Price Drop,cpm,swf,tips
338.946,0.0297,0.0014,Discount,roi,swf,uncertained
2.9639,0.1442,0.0113,Gift with Purchase,cpc,jpg,banner
226.54,0.12,0.004,Discount,cpd,swf,uncertained
210.75,0.042,0.0009,Discount,cpm,jpg,sub-banner
289.9181,0.0291,0.0026,Discount,cpc,jpg,tips
63.5101,0.0358,0.0041,Discount,cpd,swf,uncertained
4.5247,0.0219,0.0,Price Drop,cpc,gif,sub-banner
97.5404,0.02,0.0005,Discount,roi,swf,uncertained
400.5518,0.2793,0.0168,Spend & Save,cpc,jpg,banner
415.8404,0.0089,0.0017,Gift with Purchase,roi,jpg,uncertained
295.91,0.01,0.0014,Spend & Save,roi,swf,uncertained
27.5677,0.1041,0.0065,Gift with Purchase,cpd,jpg,sub-banner
761.9589,0.0121,0.0008,Flash Sale,cpm,swf,tips
5.1749,0.1582,0.0,Price Drop,cpc,gif,sub-banner
1132.4394,0.01,0.0015,Discount,roi,swf,uncertained
492.896,0.0122,0.0032,Price Drop,roi,swf,uncertained
141.4755,0.0021,0.0009,Flash Sale,roi,jpg,uncertained
4.4872,0.0141,0.0,Price Drop,cpc,gif,sub-banner
399.6593,0.0205,0.0016,Discount,cpm,swf,tips
591.9517,0.0386,0.0041,Discount,roi,jpg,uncertained
39.4221,0.043,0.0008,Discount,cpm,swf,uncertained
300.4452,0.0001,0.0001,Discount,roi,swf,uncertained
52.4967,0.0028,0.0011,Flash Sale,roi,jpg,tips
4.674,0.0532,0.0,Price Drop,cpc,gif,sub-banner
7.6861,0.0047,0.0021,Spend & Save,cpc,jpg,banner
0.6934,0.0183,0.01,Discount,cpm,swf,tips
78.0276,0.0794,0.0042,Discount,cpd,swf,uncertained
26.4124,0.0873,0.0082,Gift with Purchase,cpm,jpg,tips
225.4853,0.0819,0.0033,Discount,cpd,swf,tips
155.8031,0.2593,0.0122,Spend & Save,cpc,jpg,banner
694.9679,0.0138,0.0039,Gift with Purchase,cpm,swf,tips
27.5367,0.0884,0.0096,Gift with Purchase,cpd,jpg,sub-banner
489.689,0.0013,0.0042,Discount,cpm,swf,uncertained
37.8499,0.0579,0.0045,Discount,cpd,swf,tips
56.5343,0.028,0.0038,Discount,cpd,swf,uncertained
483.7651,0.0054,0.0027,Discount,cpm,swf,tips
1108.3992,0.0008,0.0014,Discount,roi,swf,uncertained
4.9627,0.1137,0.0,Price Drop,cpc,gif,sub-banner
5.4602,0.2179,0.0,Price Drop,cpc,gif,sub-banner
4.22,0.11,0.0184,Spend & Save,cpc,jpg,banner
62.295,0.0401,0.0034,Discount,cpd,swf,uncertained
169.1757,0.0138,0.0026,Discount,roi,jpg,uncertained
0.98,0.245,0.0144,Spend & Save,cpc,jpg,banner
33.5136,0.0067,0.0005,Gift with Purchase,cpm,jpg,sub-banner
63.5026,0.036,0.0041,Discount,cpd,swf,uncertained
3.7688,0.0004,0.0006,Gift with Purchase,cpc,jpg,banner
65.0735,0.0358,0.0044,Discount,cpd,swf,uncertained
9.9366,0.1746,0.011,Gift with Purchase,cpc,jpg,banner
9.2123,0.1069,0.0119,Flash Sale,roi,jpg,uncertained
5.0523,0.1325,0.0,Price Drop,cpc,gif,sub-banner
224.4174,0.0913,0.0028,Discount,cpd,swf,tips
64.7871,0.055,0.0051,Price Drop,cpm,swf,tips
2.7371,0.0192,0.0016,Discount,cpm,swf,tips
121.7384,0.2513,0.0077,Spend & Save,cpc,jpg,banner
70.6572,0.0262,0.0019,Flash Sale,cpm,swf,tips
48.7429,0.2407,0.0117,Spend & Save,cpc,jpg,banner
415.8691,0.0089,0.0017,Gift with Purchase,roi,jpg,uncertained
135.0556,0.0005,0.0001,Flash Sale,roi,jpg,uncertained
281.5018,0.0064,0.0001,Discount,roi,swf,uncertained
4.6248,0.0429,0.0,Price Drop,cpc,gif,sub-banner
13.6351,0.2104,0.0051,Discount,cpd,swf,uncertained
692.9141,0.016,0.004,Flash Sale,cpm,swf,tips
59.2094,0.0597,0.0033,Discount,cpd,swf,uncertained
846.0135,0.0044,0.0006,Discount,cpm,swf,tips
32.0998,0.0815,0.0078,Flash Sale,cpd,jpg,sub-banner
162.7637,0.001,0.0001,Price Drop,cpm,jpg,sub-banner
1.4403,0.0294,0.0,Discount,cpm,swf,tips
167.7949,0.2187,0.0049,Spend & Save,cpc,jpg,banner
157.8363,0.0023,0.0024,Flash Sale,roi,jpg,uncertained
75.3807,0.0696,0.0042,Discount,cpd,swf,uncertained
400.0793,0.0055,0.002,Discount,cpm,swf,tips
31.6077,0.0374,0.0016,Spend & Save,cpc,jpg,banner
5.3131,0.1871,0.0,Price Drop,cpc,gif,sub-banner
9.08,0.1141,0.0044,Spend & Save,cpc,jpg,banner
837.2508,0.0046,0.0014,Discount,cpm,swf,tips
777.6806,0.1372,0.0056,Discount,cpm,swf,tips
224.0828,0.0815,0.0026,Discount,cpd,swf,tips
48.3646,0.236,0.0129,Price Drop,cpc,jpg,banner
125.6097,0.174,0.0126,Spend & Save,cpc,jpg,banner
1017.5978,0.2163,0.0069,Discount,cpm,swf,tips
51.3522,0.0684,0.0103,Discount,cpd,swf,tips
515.5018,0.1264,0.0018,Discount,cpm,swf,tips
1012.6047,0.1722,0.0056,Discount,cpm,swf,tips
1012.7176,0.1784,0.0058,Discount,cpm,swf,tips
61.3717,0.0509,0.004,Discount,cpd,swf,uncertained
125.3727,0.1852,0.0129,Spend & Save,cpc,jpg,banner
1101.34,0.01,0.0014,Discount,roi,swf,uncertained
1017.597,0.216,0.0069,Discount,cpm,swf,tips
400.0936,0.0051,0.002,Discount,cpm,swf,tips
4.6335,0.0447,0.0,Price Drop,cpc,gif,sub-banner
262.2164,0.0124,0.0012,Discount,roi,swf,uncertained
8.5086,0.0063,0.0006,Flash Sale,cpc,jpg,banner
169.5224,0.1843,0.0044,Spend & Save,cpc,jpg,banner
27.0678,0.0214,0.0054,Gift with Purchase,cpm,jpg,tips
8.0777,0.1861,0.0118,Gift with Purchase,cpc,jpg,banner
14.3701,0.0185,0.0198,Gift with Purchase,roi,jpg,uncertained
4.5347,0.024,0.0,Price Drop,cpc,gif,sub-banner
29.4724,0.1348,0.013,Gift with Purchase,cpc,jpg,banner
16.4837,0.0058,0.0036,Flash Sale,roi,jpg,uncertained
696.0195,0.0002,0.0001,Flash Sale,roi,jpg,uncertained
6.6614,0.1688,0.0084,Discount,cpd,jpg,sub-banner
26.314,0.0621,0.0086,Gift with Purchase,cpm,jpg,tips
410.0435,0.0295,0.005,Flash Sale,roi,jpg,uncertained
24.5047,0.0811,0.0031,Discount,cpd,jpg,tips
4.7863,0.0767,0.0,Price Drop,cpc,gif,sub-banner
3.5297,0.0659,0.0074,Gift with Purchase,cpc,jpg,banner
4.5138,0.0196,0.0,Price Drop,cpc,gif,sub-banner
619.46,0.01,0.0008,Spend & Save,roi,swf,uncertained
483.9338,0.005,0.0029,Discount,cpm,swf,tips
4.4798,0.0125,0.0,Price Drop,cpc,gif,sub-banner
62.2997,0.04,0.0034,Discount,cpd,swf,uncertained
225.8975,0.0883,0.0036,Discount,cpd,swf,uncertained
0.7446,0.2912,0.0009,Discount,cpm,swf,tips
29.3073,0.1309,0.0127,Gift with Purchase,cpc,jpg,banner
57.5385,0.0545,0.0063,Price Drop,cpm,swf,tips
39.6703,0.0413,0.0005,Discount,cpm,swf,uncertained
396.935,0.2856,0.0098,Spend & Save,cpc,jpg,banner
2.9,0.16,0.0126,Gift with Purchase,cpc,jpg,banner
395.6504,0.0071,0.0008,Spend & Save,roi,swf,uncertained
121.2108,0.3076,0.0102,Spend & Save,cpc,jpg,banner
854.4531,0.0506,0.0026,Discount,roi,jpg,uncertained
1.8335,0.0141,0.0002,Flash Sale,cpd,jpg,sub-banner
8.1957,0.2755,0.0068,Discount,cpd,swf,uncertained
21.9419,0.0202,0.0036,Discount,cpd,swf,uncertained
846.0823,0.003,0.0005,Discount,cpm,swf,tips
226.0268,0.0947,0.0037,Discount,cpd,swf,uncertained
224.8018,0.0909,0.003,Discount,cpd,swf,tips
385.9543,0.0127,0.0015,Discount,roi,swf,uncertained
613.0512,0.0196,0.0013,Price Drop,cpm,swf,tips
8.4927,0.0151,0.0015,Flash Sale,cpc,jpg,banner
846.0149,0.0043,0.0006,Discount,cpm,swf,tips
37.8557,0.0579,0.0045,Discount,cpd,swf,tips
3.1389,0.123,0.0101,Gift with Purchase,cpc,jpg,banner
7.8319,0.1795,0.0116,Gift with Purchase,cpc,jpg,banner
401.0392,0.277,0.016,Spend & Save,cpc,jpg,banner
400.9341,0.0025,0.0013,Flash Sale,roi,jpg,uncertained
16.1914,0.2497,0.0051,Flash Sale,cpm,jpg,tips
62.2443,0.0408,0.0035,Discount,cpd,swf,uncertained
2.7994,0.0002,0.0,Discount,cpm,swf,tips
77.9551,0.0791,0.0042,Discount,cpd,swf,uncertained
7.5666,0.2795,0.0125,Gift with Purchase,cpc,jpg,banner
225.7871,0.0829,0.0035,Discount,cpd,swf,uncertained
1049.3125,0.1114,0.0039,Discount,cpm,swf,tips
4.4672,0.0099,0.0,Price Drop,cpc,gif,sub-banner
39.6916,0.0541,0.0053,Discount,cpd,swf,tips
31.1987,0.1805,0.009,Spend & Save,cpc,jpg,banner
56.8792,0.0363,0.0041,Discount,cpd,swf,tips
86.7733,0.1457,0.0057,Price Drop,cpd,jpg,sub-banner
9.1084,0.0174,0.0026,Flash Sale,cpd,jpg,sub-banner
208.1081,0.0617,0.0075,Cash/Coupon-Back,cpc,jpg,sub-banner
514.0037,0.0472,0.0008,Gift with Purchase,cpm,swf,tips
4.896,0.0997,0.0,Price Drop,cpc,gif,sub-banner
5.7524,0.0175,0.0017,Flash Sale,cpc,jpg,banner
5.0147,0.1246,0.0,Price Drop,cpc,gif,sub-banner
51.4922,0.1429,0.0091,Discount,cpd,swf,tips
497.866,0.0083,0.003,Gift with Purchase,cpm,swf,tips
40.9005,0.051,0.0057,Discount,cpd,jpg,tips
449.9085,0.002,0.0027,Discount,roi,swf,uncertained
27.6383,0.1019,0.0093,Gift with Purchase,cpd,jpg,sub-banner
4.9261,0.106,0.0,Price Drop,cpc,gif,sub-banner
1118.2668,0.0685,0.0027,Discount,cpc,swf,uncertained
0.6945,0.0241,0.0098,Discount,cpm,swf,tips
342.4202,0.0201,0.0026,Discount,roi,swf,uncertained
395.3489,0.027,0.0019,Discount,cpm,swf,tips
3.0278,0.1384,0.0112,Gift with Purchase,cpc,jpg,banner
5.4352,0.2127,0.0,Price Drop,cpc,gif,sub-banner
5.2412,0.1721,0.0,Price Drop,cpc,gif,sub-banner
397.983,0.0068,0.0023,Discount,cpm,swf,tips
337.9601,0.0226,0.0014,Discount,roi,swf,uncertained
389.8706,0.0096,0.0023,Discount,cpm,swf,tips
377.3717,0.0232,0.0025,Discount,cpd,jpg,sub-banner
0.7476,0.0015,0.0,Discount,cpm,swf,tips
5.098,0.1421,0.0,Price Drop,cpc,gif,sub-banner
13.8614,0.0188,0.0189,Gift with Purchase,cpm,jpg,tips
719.1093,0.01,0.0015,Discount,cpm,swf,tips
167.529,0.0976,0.0063,Spend & Save,cpc,jpg,banner
17.0317,0.0063,0.0037,Flash Sale,roi,jpg,uncertained
35.5938,0.27,0.0068,Spend & Save,cpc,jpg,banner
29.0963,0.0952,0.0101,Flash Sale,cpd,jpg,sub-banner
59.0225,0.0561,0.0034,Discount,cpd,swf,uncertained
199.0662,0.0043,0.0005,Discount,roi,swf,uncertained
715.8397,0.01,0.0013,Discount,cpm,swf,tips
882.3643,0.01,0.0014,Spend & Save,cpd,jpg,sub-banner
7.7668,0.0369,0.0046,Spend & Save,cpc,jpg,banner
15.0554,0.2362,0.0023,Gift with Purchase,cpm,jpg,tips
7.7079,0.2117,0.012,Gift with Purchase,cpc,jpg,banner
1115.5179,0.0067,0.001,Discount,roi,swf,uncertained
37.0796,0.0595,0.0041,Discount,cpd,swf,tips
167.4015,0.0032,0.0019,Flash Sale,roi,jpg,uncertained
4.5898,0.0356,0.0,Price Drop,cpc,gif,sub-banner
18.6339,0.0895,0.0059,Gift with Purchase,cpc,jpg,banner
36.8642,0.1718,0.0115,Cash/Coupon-Back,cpc,jpg,sub-banner
26.3132,0.0893,0.008,Gift with Purchase,cpm,jpg,tips
4.5491,0.027,0.0,Price Drop,cpc,gif,sub-banner
4.819,0.0836,0.0,Price Drop,cpc,gif,sub-banner
5.4286,0.2113,0.0,Price Drop,cpc,gif,sub-banner
5.8436,0.1997,0.0046,Discount,cpd,swf,tips
4.4946,0.0156,0.0,Price Drop,cpc,gif,sub-banner
0.7688,0.1407,0.0129,Spend & Save,cpc,jpg,banner
0.694,0.0215,0.0099,Discount,cpm,swf,tips
1119.1224,0.0207,0.0012,Discount,cpm,swf,uncertained
37.9209,0.0577,0.0045,Discount,cpd,swf,tips
64.8414,0.15,0.0134,Spend & Save,cpc,jpg,banner
5.0985,0.1422,0.0,Price Drop,cpc,gif,sub-banner
15.8366,0.2655,0.0051,Gift with Purchase,cpm,jpg,tips
121.4252,0.286,0.0087,Spend & Save,cpc,jpg,banner
56.5563,0.0464,0.0054,Discount,cpd,swf,tips
12.9549,0.2778,0.003,Spend & Save,cpc,jpg,banner
5.0843,0.1392,0.0,Price Drop,cpc,gif,sub-banner
59.2577,0.0595,0.0034,Discount,cpd,swf,uncertained
224.7243,0.1202,0.0044,Discount,cpd,jpg,tips
5.1948,0.1623,0.0,Price Drop,cpc,gif,sub-banner
4.4702,0.0105,0.0,Price Drop,cpc,gif,sub-banner
405.7266,0.0169,0.0022,Discount,roi,jpg,uncertained
60.9383,0.0054,0.0021,Flash Sale,roi,jpg,tips
416.84,0.01,0.0018,Gift with Purchase,roi,jpg,uncertained
338.3616,0.0255,0.0014,Discount,roi,swf,uncertained
221.2464,0.021,0.0093,Cash/Coupon-Back,cpc,jpg,sub-banner
5.1149,0.1456,0.0,Price Drop,cpc,gif,sub-banner
5.09,0.1404,0.0,Price Drop,cpc,gif,sub-banner
8.5128,0.0647,0.0066,Flash Sale,cpd,jpg,sub-banner
56.1866,0.0237,0.0039,Discount,cpd,swf,uncertained
4.8421,0.0884,0.0,Price Drop,cpc,gif,sub-banner
4.8817,0.0967,0.0,Price Drop,cpc,gif,sub-banner
4.6368,0.0714,0.0032,Spend & Save,cpc,jpg,banner
398.3939,0.0012,0.0023,Discount,cpm,swf,tips
400.1932,0.0158,0.0016,Discount,roi,jpg,uncertained
688.0734,0.0195,0.004,Discount,cpm,swf,tips
5.363,0.1976,0.0,Price Drop,cpc,gif,sub-banner
1084.4226,0.0528,0.004,Flash Sale,cpd,swf,uncertained
62.8194,0.15,0.0114,Spend & Save,cpc,jpg,banner
535.0606,0.0149,0.0027,Flash Sale,roi,jpg,uncertained
13.42,0.2438,0.0148,Spend & Save,cpc,jpg,banner
400.7895,0.0048,0.0018,Discount,cpm,swf,tips
123.7033,0.0858,0.0047,Spend & Save,cpc,jpg,banner
26.3328,0.0905,0.008,Gift with Purchase,cpm,jpg,tips
4.6916,0.0569,0.0,Price Drop,cpc,gif,sub-banner
618.3356,0.0012,0.0011,Discount,roi,swf,uncertained
383.3363,0.0086,0.0022,Discount,cpm,swf,tips
719.6725,0.01,0.0015,Flash Sale,cpm,swf,tips
25.6241,0.035,0.007,Gift with Purchase,roi,jpg,uncertained
754.35,0.02,0.0007,Discount,roi,swf,uncertained
840.8698,0.0014,0.0004,Discount,cpm,swf,tips
0.7578,0.058,0.0131,Spend & Save,cpc,jpg,banner
392.8225,0.0001,0.0002,Price Drop,roi,swf,uncertained
997.8766,0.0108,0.0012,Spend & Save,roi,swf,uncertained
24.17,0.07,0.0041,Price Drop,cpc,jpg,sub-banner
11.6105,0.0002,0.0022,Flash Sale,cpm,jpg,tips
950.3726,0.0729,0.005,Spend & Save,cpc,jpg,banner
40.7143,0.0519,0.0058,Discount,cpd,swf,tips
18.3634,0.0938,0.0063,Gift with Purchase,cpc,jpg,banner
5.0823,0.1388,0.0,Price Drop,cpc,gif,sub-banner
57.9434,0.0442,0.0036,Discount,cpd,swf,uncertained
4.4706,0.0106,0.0,Price Drop,cpc,gif,sub-banner
4.4401,0.0042,0.0,Price Drop,cpc,gif,sub-banner
1.106,0.016,0.0009,Discount,cpm,swf,tips
5.47,0.22,0.0,Price Drop,cpc,gif,sub-banner
91.0707,0.0018,0.0003,Gift with Purchase,roi,jpg,uncertained
4.7344,0.0659,0.0,Price Drop,cpc,gif,sub-banner
415.9189,0.009,0.0017,Gift with Purchase,roi,jpg,uncertained
14.7768,0.0168,0.0197,Gift with Purchase,roi,jpg,uncertained
0.7522,0.0018,0.0012,Discount,cpm,swf,tips
9.0505,0.0241,0.0032,Flash Sale,cpd,jpg,sub-banner
396.7331,0.3085,0.0091,Spend & Save,cpc,jpg,banner
29.4213,0.1304,0.0127,Gift with Purchase,cpc,jpg,banner
62.1467,0.0421,0.0036,Discount,cpd,swf,uncertained
68.8764,0.0457,0.0043,Discount,cpd,swf,uncertained
13.7213,0.0631,0.0127,Gift with Purchase,cpm,jpg,tips
4.6654,0.0514,0.0,Price Drop,cpc,gif,sub-banner
398.1521,0.0055,0.0023,Discount,cpm,swf,tips
1022.5836,0.2414,0.0075,Discount,cpm,swf,tips
748.1227,0.078,0.0083,Cash/Coupon-Back,cpc,jpg,sub-banner
29.9921,0.141,0.0133,Gift with Purchase,cpc,jpg,banner
498.0439,0.0086,0.0029,Gift with Purchase,cpm,swf,tips
393.6847,0.0003,0.0012,Spend & Save,roi,swf,uncertained
688.0924,0.0195,0.004,Discount,cpm,swf,tips
337.3864,0.0546,0.0039,Discount,cpm,jpg,tips
4.6083,0.0394,0.0,Price Drop,cpc,gif,sub-banner
9.2648,0.1577,0.0082,Gift with Purchase,cpc,jpg,banner
5.32,0.1886,0.0,Price Drop,cpc,gif,sub-banner
932.8752,0.01,0.0013,Spend & Save,cpd,jpg,sub-banner
666.187,0.0175,0.0078,Spend & Save,cpc,swf,tips
15.9957,0.0019,0.0008,Flash Sale,cpc,jpg,banner
141.1527,0.0649,0.01,Cash/Coupon-Back,cpc,jpg,sub-banner
1025.3016,0.2563,0.0079,Discount,cpm,swf,tips
24.2346,0.0809,0.0029,Discount,cpd,jpg,tips
2.4035,0.046,0.0039,Discount,cpm,swf,tips
34.7972,0.1839,0.0132,Gift with Purchase,cpc,jpg,banner
56.0128,0.0216,0.004,Discount,cpd,swf,uncertained
221.3719,0.0498,0.0011,Discount,cpm,swf,tips
105.074,0.1133,0.009,Flash Sale,cpd,jpg,sub-banner
123.9157,0.1365,0.0083,Discount,cpd,jpg,tips
61.9453,0.0449,0.0038,Discount,cpd,swf,uncertained
698.4966,0.0123,0.0022,Discount,cpm,swf,tips
1118.0851,0.0692,0.0027,Discount,cpc,swf,uncertained
208.9312,0.1978,0.0101,Cash/Coupon-Back,cpc,jpg,sub-banner
8.5068,0.0073,0.0007,Flash Sale,cpc,jpg,banner
65.0281,0.0317,0.0044,Discount,cpd,swf,uncertained
466.3919,0.0031,0.0019,Flash Sale,roi,swf,uncertained
22.3028,0.0506,0.0024,Discount,cpd,swf,uncertained
166.0581,0.1114,0.0076,Spend & Save,cpc,jpg,banner
16.6554,0.1245,0.0084,Gift with Purchase,cpd,jpg,sub-banner
1003.2542,0.1094,0.0067,Spend & Save,cpc,jpg,banner
1.409,0.0121,0.0159,Spend & Save,cpc,jpg,banner
1012.603,0.172,0.0056,Discount,cpm,swf,tips
5.3843,0.202,0.0,Price Drop,cpc,gif,sub-banner
471.3,0.26,0.0115,Spend & Save,cpc,jpg,banner
109.16,0.07,0.003,Discount,cpd,swf,uncertained
286.8315,0.0027,0.001,Flash Sale,roi,jpg,uncertained
4.1661,0.0002,0.0048,Gift with Purchase,cpc,jpg,banner
1012.7276,0.1873,0.006,Discount,cpm,swf,tips
166.1403,0.1776,0.0069,Spend & Save,cpc,jpg,banner
5.3227,0.1891,0.0,Price Drop,cpc,gif,sub-banner
0.755,0.0404,0.0125,Spend & Save,cpc,jpg,banner
39.91,0.0535,0.0055,Discount,cpd,swf,tips
297.7992,0.0059,0.0009,Gift with Purchase,roi,swf,uncertained
4.5026,0.0173,0.0,Price Drop,cpc,gif,sub-banner
152.9297,0.01,0.0006,Price Drop,roi,swf,uncertained
415.6673,0.0087,0.0017,Gift with Purchase,roi,jpg,uncertained
62.2994,0.04,0.0034,Discount,cpd,swf,uncertained
807.2868,0.0354,0.0042,Discount,cpm,swf,tips
4.9257,0.106,0.0,Price Drop,cpc,gif,sub-banner
4.1824,0.003,0.0055,Gift with Purchase,cpc,jpg,banner
299.7212,0.115,0.01,Discount,cpm,jpg,tips
125.3987,0.1844,0.0129,Spend & Save,cpc,jpg,banner
766.7314,0.0125,0.0006,Discount,cpm,swf,tips
13.5786,0.0462,0.0136,Gift with Purchase,cpm,jpg,tips
1118.0112,0.0088,0.0009,Discount,roi,swf,uncertained
120.3431,0.1935,0.0087,Discount,cpd,swf,uncertained
4.8268,0.0852,0.0,Price Drop,cpc,gif,sub-banner
209.2186,0.2115,0.0101,Spend & Save,cpc,jpg,banner
82.0153,0.0082,0.0029,Flash Sale,roi,jpg,uncertained
49.2372,0.2324,0.0108,Spend & Save,cpc,jpg,banner
59.4025,0.0589,0.0034,Discount,cpd,swf,uncertained
5.466,0.2192,0.0,Price Drop,cpc,gif,sub-banner
48.7845,0.2392,0.0115,Spend & Save,cpc,jpg,banner
207.66,0.2318,0.01,Spend & Save,cpc,jpg,banner
79.3081,0.2243,0.0098,Spend & Save,cpc,jpg,banner
378.7001,0.0139,0.0028,Flash Sale,roi,jpg,uncertained
1059.7002,0.1841,0.0059,Discount,cpm,swf,tips
5.054,0.1328,0.0,Price Drop,cpc,gif,sub-banner
0.7445,0.2909,0.001,Discount,cpm,swf,tips
5.4688,0.2198,0.0,Price Drop,cpc,gif,sub-banner
839.8541,0.0006,0.0002,Discount,cpm,swf,tips
5.4503,0.2159,0.0,Price Drop,cpc,gif,sub-banner
730.2972,0.01,0.002,Spend & Save,cpm,swf,tips
505.1986,0.0068,0.0015,Spend & Save,cpm,swf,tips
905.1052,0.01,0.0014,Spend & Save,cpd,jpg,sub-banner
69.0286,0.0131,0.0012,Discount,cpm,swf,uncertained
0.7125,0.1203,0.0066,Discount,cpm,swf,tips
274.0328,0.0107,0.0005,Flash Sale,cpm,jpg,tips
259.6982,0.01,0.0007,Spend & Save,roi,swf,uncertained
106.9687,0.0474,0.0021,Discount,cpd,swf,uncertained
483.1822,0.0036,0.0038,Discount,cpm,swf,uncertained
38.4708,0.0492,0.002,Discount,cpm,swf,uncertained
6.2415,0.2259,0.0052,Discount,cpd,swf,tips
35.4572,0.248,0.0086,Price Drop,cpc,jpg,banner
4.7784,0.0751,0.0,Price Drop,cpc,gif,sub-banner
378.101,0.0198,0.0038,Flash Sale,roi,jpg,uncertained
37.2724,0.0591,0.0042,Discount,cpd,swf,tips
63.9787,0.15,0.0125,Spend & Save,cpc,jpg,banner
65.6931,0.0253,0.0027,Flash Sale,cpm,swf,tips
41.9757,0.0504,0.0055,Flash Sale,cpd,jpg,sub-banner
2.324,0.0067,0.0042,Spend & Save,cpc,jpg,banner
52.0633,0.2603,0.0067,Discount,cpd,swf,uncertained
61.5804,0.05,0.0041,Discount,cpd,swf,uncertained
4.7361,0.0662,0.0,Price Drop,cpc,gif,sub-banner
5.2899,0.1823,0.0,Price Drop,cpc,gif,sub-banner
389.4216,0.0257,0.0046,Flash Sale,roi,jpg,uncertained
121.3871,0.2833,0.0083,Spend & Save,cpc,jpg,banner
618.2049,0.0001,0.0011,Discount,roi,swf,uncertained
10.8075,0.0482,0.0044,Gift with Purchase,cpc,jpg,banner
995.5121,0.0735,0.004,Flash Sale,roi,jpg,uncertained
5.064,0.1349,0.0,Price Drop,cpc,gif,sub-banner
199.0835,0.004,0.0004,Discount,roi,swf,uncertained
4.9151,0.131,0.0018,Gift with Purchase,roi,jpg,uncertained
48.8518,0.2462,0.0128,Spend & Save,cpc,jpg,banner
846.1161,0.0024,0.0004,Discount,cpm,swf,tips
8.3528,0.0929,0.0092,Flash Sale,cpd,jpg,sub-banner
436.0811,0.1735,0.0119,Spend & Save,cpc,jpg,banner
974.9356,0.0104,0.001,Price Drop,roi,swf,uncertained
356.8414,0.031,0.0024,Discount,cpm,swf,tips
279.2746,0.0154,0.0003,Discount,cpm,jpg,tips
56.6303,0.0293,0.0038,Discount,cpd,swf,uncertained
8.8153,0.0525,0.0034,Spend & Save,cpc,jpg,banner
764.5137,0.0124,0.0007,Discount,cpm,swf,tips
4.6373,0.0455,0.0,Price Drop,cpc,gif,sub-banner
397.3988,0.2979,0.0133,Spend & Save,cpc,jpg,banner
208.6621,0.259,0.0114,Cash/Coupon-Back,cpc,jpg,sub-banner
4.9044,0.1015,0.0,Price Drop,cpc,gif,sub-banner
4.9886,0.1191,0.0,Price Drop,cpc,gif,sub-banner
7.7559,0.0042,0.0017,Spend & Save,cpc,jpg,banner
4.4533,0.007,0.0,Price Drop,cpc,gif,sub-banner
696.9203,0.0126,0.004,Gift with Purchase,cpm,swf,tips
730.209,0.01,0.002,Price Drop,cpm,swf,tips
61.3876,0.0172,0.0133,Cash/Coupon-Back,cpc,jpg,sub-banner
84.0078,0.1551,0.0098,Cash/Coupon-Back,cpc,jpg,sub-banner
2.6571,0.0029,0.0002,Discount,cpm,swf,tips
17.2917,0.043,0.0135,Gift with Purchase,cpd,jpg,sub-banner
107.998,0.0712,0.0037,Discount,cpd,jpg,tips
477.6493,0.0056,0.0036,Discount,cpm,swf,uncertained
59.138,0.06,0.0033,Discount,cpd,swf,uncertained
224.0505,0.0863,0.0026,Discount,cpd,swf,tips
167.6288,0.0045,0.0019,Flash Sale,roi,jpg,uncertained
1050.769,0.066,0.0027,Discount,cpm,swf,tips
815.6568,0.01,0.0023,Spend & Save,cpd,jpg,sub-banner
